		ELEVATION	BASEDEMAND	PRESSURE	HEAD	DEMAND
J232	01:00:00	69.81	1.52	40.93	110.74	0.68
J233	01:00:00	74.23	0.00	66.34	140.57	0.00
J234	01:00:00	64.06	0.03	75.49	139.55	0.01
J236	01:00:00	58.00	0.91	55.56	113.56	0.40
J237	01:00:00	73.14	1.53	40.41	113.55	0.67
J130	01:00:00	54.52	0.72	40.00	94.52	0.33
J131	01:00:00	88.05	1.13	49.17	137.22	0.51
J132	01:00:00	74.55	0.84	63.74	138.29	0.38
J133	01:00:00	69.58	0.86	68.69	138.27	0.39
J60	01:00:00	55.00	0.77	57.88	112.88	0.34
J134	01:00:00	80.70	0.59	58.35	139.05	0.27
J135	01:00:00	70.00	0.67	69.27	139.27	0.31
J62	01:00:00	60.00	0.45	51.12	111.12	0.20
J64	01:00:00	82.00	0.09	25.59	107.59	0.04
J65	01:00:00	82.00	0.41	25.59	107.59	0.18
J66	01:00:00	72.00	1.63	39.42	111.42	0.72
J67	01:00:00	81.00	0.10	27.62	108.62	0.04
J68	01:00:00	73.00	0.65	35.38	108.38	0.29
J69	01:00:00	71.00	0.61	37.38	108.38	0.27
J1170	01:00:00	54.54	0.82	75.50	130.04	0.39
J441	01:00:00	69.00	0.00	75.12	144.12	0.00
J444	01:00:00	29.46	0.79	44.03	73.49	0.37
J341	01:00:00	14.89	0.43	57.87	72.76	0.20
J344	01:00:00	54.70	1.05	75.34	130.04	0.50
J345	01:00:00	49.97	0.90	80.06	130.03	0.43
J347	01:00:00	54.40	0.26	75.64	130.04	0.13
J348	01:00:00	62.18	1.56	48.69	110.87	0.70
J349	01:00:00	36.41	1.09	75.24	111.65	0.49
J241	01:00:00	70.00	0.84	43.80	113.80	0.37
J242	01:00:00	65.00	0.65	48.80	113.80	0.29
J243	01:00:00	60.00	0.18	53.80	113.80	0.08
J244	01:00:00	70.00	1.31	43.66	113.66	0.58
J245	01:00:00	71.00	0.77	42.71	113.71	0.34
J246	01:00:00	55.00	1.26	58.60	113.60	0.55
J247	01:00:00	57.00	0.99	56.68	113.68	0.44
J248	01:00:00	54.00	1.39	59.76	113.76	0.61
J249	01:00:00	50.00	0.03	64.51	114.51	0.01
J142	01:00:00	5.53	0.35	69.56	75.09	0.16
J143	01:00:00	6.30	0.12	68.79	75.09	0.06
J70	01:00:00	70.00	0.18	38.37	108.37	0.08
J144	01:00:00	4.17	0.55	70.90	75.07	0.26
J71	01:00:00	77.00	0.21	31.50	108.50	0.09
J72	01:00:00	75.00	4.02e-04	33.46	108.46	1.77e-04
J73	01:00:00	80.00	0.89	28.51	108.51	0.39
J74	01:00:00	75.00	1.10	33.46	108.46	0.48
J76	01:00:00	70.00	0.91	38.35	108.35	0.40
J77	01:00:00	76.00	1.38	32.46	108.46	0.61
J78	01:00:00	60.56	0.14	44.71	105.27	0.06
J350	01:00:00	33.82	0.32	96.31	130.13	0.15
J351	01:00:00	25.51	1.13	86.14	111.65	0.51
J352	01:00:00	47.55	0.76	64.86	112.41	0.34
J353	01:00:00	22.64	0.60	89.53	112.17	0.27
J354	01:00:00	18.68	0.25	93.48	112.16	0.11
J355	01:00:00	28.87	1.17	82.03	110.90	0.53
J358	01:00:00	22.30	1.55	87.50	109.80	0.69
J359	01:00:00	17.57	0.88	92.07	109.64	0.40
J250	01:00:00	67.00	0.15	46.81	113.81	0.07
J251	01:00:00	75.19	1.26	65.91	141.10	0.57
J252	01:00:00	83.82	0.67	57.28	141.10	0.30
J253	01:00:00	74.69	0.77	62.42	137.11	0.35
J254	01:00:00	74.59	0.82	62.52	137.11	0.37
J257	01:00:00	105.58	0.35	35.47	141.05	0.16
J154	01:00:00	43.69	0.55	46.99	90.68	0.26
J155	01:00:00	44.41	0.16	46.23	90.64	0.07
J82	01:00:00	70.87	0.98	34.46	105.33	0.44
J156	01:00:00	56.16	0.28	34.87	91.03	0.13
J83	01:00:00	61.07	1.55	45.02	106.09	0.69
J84	01:00:00	43.82	0.16	81.56	125.38	0.07
J85	01:00:00	45.00	0.74	73.81	118.81	0.33
J159	01:00:00	37.41	0.45	51.79	89.20	0.21
J86	01:00:00	50.00	1.45	63.81	113.81	0.64
J87	01:00:00	42.63	1.25	83.27	125.90	0.55
J89	01:00:00	68.29	0.45	68.82	137.11	0.21
J360	01:00:00	20.71	1.12	88.81	109.52	0.50
J361	01:00:00	26.67	0.43	84.55	111.22	0.19
J362	01:00:00	43.66	0.15	69.75	113.41	0.07
J363	01:00:00	72.23	0.00	70.12	142.35	0.00
J364	01:00:00	65.00	0.00	76.87	141.87	0.00
J365	01:00:00	29.83	1.32	43.58	73.41	0.61
J366	01:00:00	14.46	0.50	59.10	73.56	0.23
J1208	01:00:00	42.74	0.39	70.90	113.64	0.18
J367	01:00:00	13.60	0.80	59.85	73.45	0.37
J369	01:00:00	20.27	0.42	53.19	73.46	0.20
J160	01:00:00	43.69	0.57	46.93	90.62	0.26
J161	01:00:00	22.81	0.07	58.38	81.19	0.03
J162	01:00:00	36.88	0.80	44.31	81.19	0.37
J163	01:00:00	16.20	0.34	64.99	81.19	0.16
J164	01:00:00	17.34	1.44	63.85	81.19	0.67
J91	01:00:00	64.09	0.98	73.01	137.10	0.45
J165	01:00:00	16.69	1.26	64.50	81.19	0.58
J166	01:00:00	23.95	1.55	57.24	81.19	0.72
J167	01:00:00	23.91	0.55	57.28	81.19	0.26
J94	01:00:00	30.75	0.90	94.73	125.48	0.44
J95	01:00:00	22.56	0.13	57.10	79.66	0.06
J96	01:00:00	30.00	1.06	49.65	79.65	0.49
J97	01:00:00	34.19	0.68	45.44	79.63	0.32
J976	01:00:00	6.30	1.60	68.79	75.09	0.74
J571	01:00:00	77.11	0.19	61.83	138.94	0.09
J572	01:00:00	76.40	1.54	62.54	138.94	0.70
J573	01:00:00	81.62	1.03	55.50	137.12	0.47
J574	01:00:00	67.36	0.58	69.73	137.09	0.26
J575	01:00:00	75.27	0.25	63.40	138.67	0.11
J576	01:00:00	80.80	0.80	58.20	139.00	0.36
J370	01:00:00	20.46	0.37	52.94	73.40	0.17
J371	01:00:00	68.81	0.00	72.90	141.71	0.00
J372	01:00:00	23.20	0.22	50.73	73.93	0.10
J373	01:00:00	27.22	0.05	46.71	73.93	0.02
J374	01:00:00	13.70	0.58	60.24	73.94	0.27
J375	01:00:00	22.72	0.91	51.22	73.94	0.42
J376	01:00:00	12.18	1.54	61.65	73.83	0.71
J377	01:00:00	13.12	0.90	60.81	73.93	0.42
J1219	01:00:00	14.48	0.68	65.55	80.03	0.31
J379	01:00:00	10.25	1.41	63.37	73.62	0.66
J171	01:00:00	8.81	1.38	71.65	80.46	0.64
J172	01:00:00	6.25	1.12	74.37	80.62	0.52
J173	01:00:00	13.00	1.20	68.16	81.16	0.56
J174	01:00:00	6.11	1.66	74.64	80.75	0.77
J175	01:00:00	6.84	0.57	73.91	80.75	0.26
J177	01:00:00	13.14	0.83	67.84	80.98	0.38
J179	01:00:00	15.01	0.69	65.02	80.03	0.32
J580	01:00:00	113.08	1.16	22.47	135.55	0.53
J486	01:00:00	86.11	0.30	51.63	137.74	0.14
J487	01:00:00	79.00	0.70	58.59	137.59	0.32
J488	01:00:00	89.16	0.91	48.78	137.94	0.41
J489	01:00:00	85.02	1.36	52.72	137.74	0.62
J381	01:00:00	36.02	0.90	75.59	111.61	0.40
J1223	01:00:00	3.48	0.71	70.62	74.10	0.33
J382	01:00:00	70.42	0.85	40.32	110.74	0.38
J384	01:00:00	42.51	0.00	71.23	113.74	0.00
J385	01:00:00	76.60	0.00	64.60	141.20	0.00
J180	01:00:00	8.77	0.82	71.70	80.47	0.38
J181	01:00:00	10.94	1.13	70.16	81.10	0.53
J1024	01:00:00	5.83	1.48	69.27	75.10	0.69
J183	01:00:00	13.28	0.62	67.17	80.45	0.29
J1025	01:00:00	8.61	0.50	66.49	75.10	0.23
J186	01:00:00	9.38	0.49	70.92	80.30	0.23
J187	01:00:00	9.81	0.25	70.64	80.45	0.12
J188	01:00:00	8.51	0.88	71.52	80.03	0.41
J189	01:00:00	7.58	0.37	72.45	80.03	0.17
J490	01:00:00	103.84	0.97	34.10	137.94	0.44
J491	01:00:00	76.93	0.61	61.99	138.92	0.27
J492	01:00:00	94.67	1.46	42.94	137.61	0.66
J493	01:00:00	77.62	0.80	60.40	138.02	0.36
J494	01:00:00	112.76	0.32	25.82	138.58	0.14
J495	01:00:00	91.15	1.14	47.73	138.88	0.52
J496	01:00:00	106.34	1.25	32.35	138.69	0.57
J497	01:00:00	112.63	1.02	23.10	135.73	0.46
J498	01:00:00	90.12	1.30	48.76	138.88	0.59
J500	01:00:00	75.52	0.27	59.82	135.34	0.12
J499	01:00:00	72.24	1.35	63.10	135.34	0.61
J501	01:00:00	80.97	0.34	54.45	135.42	0.15
J502	01:00:00	80.99	1.59	54.35	135.34	0.72
J503	01:00:00	99.65	0.11	35.79	135.44	0.05
J504	01:00:00	66.71	0.10	68.63	135.34	0.05
J394	01:00:00	70.53	0.00	73.59	144.12	0.00
J509	01:00:00	99.94	0.63	35.48	135.42	0.29
J399	01:00:00	75.00	0.00	69.12	144.12	0.00
J401	01:00:00	70.00	0.00	74.12	144.12	0.00
J406	01:00:00	71.74	0.00	72.38	144.12	0.00
J295	01:00:00	56.42	0.29	48.85	105.27	0.13
J407	01:00:00	68.00	0.00	76.12	144.12	0.00
J296	01:00:00	30.91	1.19	74.22	105.13	0.53
J408	01:00:00	7.93	0.89	67.28	75.21	0.41
J297	01:00:00	99.05	0.94	6.10	105.15	0.42
J298	01:00:00	77.46	0.36	28.04	105.50	0.16
J191	01:00:00	5.76	0.78	74.27	80.03	0.36
J303	01:00:00	50.42	1.24	55.59	106.01	0.56
J192	01:00:00	12.40	1.25	70.15	82.55	0.58
J193	01:00:00	12.99	0.66	69.56	82.55	0.31
J305	01:00:00	47.11	1.51	58.89	106.00	0.68
J194	01:00:00	13.46	1.24	67.71	81.17	0.58
J195	01:00:00	15.39	0.15	64.64	80.03	0.07
J196	01:00:00	13.35	1.06	67.84	81.19	0.49
J308	01:00:00	33.24	1.19	35.38	68.62	0.55
J198	01:00:00	18.54	0.03	54.90	73.44	0.01
J200	01:00:00	15.75	0.72	57.69	73.44	0.33
J199	01:00:00	16.26	0.67	57.18	73.44	0.31
J201	01:00:00	44.86	0.46	21.43	66.29	0.21
J202	01:00:00	10.41	1.64	63.62	74.03	0.76
J203	01:00:00	11.03	1.34	62.43	73.46	0.62
J204	01:00:00	21.51	1.16	48.98	70.49	0.54
J205	01:00:00	16.66	0.70	56.83	73.49	0.32
J206	01:00:00	14.12	1.22	59.33	73.45	0.57
J207	01:00:00	18.86	0.46	54.58	73.44	0.21
J208	01:00:00	11.25	0.59	62.88	74.13	0.28
J101	01:00:00	28.65	0.72	49.94	78.59	0.34
J102	01:00:00	46.96	1.57	32.61	79.57	0.73
J109	01:00:00	17.47	0.20	61.11	78.58	0.09
J1	01:00:00	16.82	1.08	64.37	81.19	0.50
J2	01:00:00	11.97	0.58	68.08	80.05	0.27
J3	01:00:00	29.02	0.17	42.76	71.78	0.08
J4	01:00:00	20.88	0.31	51.01	71.89	0.14
J5	01:00:00	22.75	0.13	49.35	72.10	0.06
J6	01:00:00	15.25	0.72	56.23	71.48	0.34
J7	01:00:00	24.91	1.60	46.65	71.56	0.74
J8	01:00:00	31.17	0.90	40.46	71.63	0.42
J9	01:00:00	31.89	0.82	39.84	71.73	0.38
J10	01:00:00	14.62	1.62	55.71	70.33	0.75
J11	01:00:00	18.43	0.36	55.17	73.60	0.17
J12	01:00:00	29.27	0.63	42.00	71.27	0.29
J13	01:00:00	32.04	0.66	38.69	70.73	0.31
J14	01:00:00	37.91	0.00	28.65	66.56	0.00
J15	01:00:00	102.84	0.00	41.28	144.12	0.00
J16	01:00:00	88.89	0.00	55.23	144.12	0.00
J17	01:00:00	82.75	0.00	61.37	144.12	0.00
J18	01:00:00	84.96	0.00	59.16	144.12	0.00
J19	01:00:00	90.94	0.00	53.18	144.12	0.00
J20	01:00:00	80.00	0.00	64.12	144.12	0.00
J21	01:00:00	80.00	0.00	64.12	144.12	0.00
J22	01:00:00	82.74	0.00	58.20	140.94	0.00
J23	01:00:00	75.96	0.00	65.34	141.30	0.00
J25	01:00:00	94.13	0.11	46.78	140.91	0.05
J26	01:00:00	76.35	1.26	64.56	140.91	0.57
J27	01:00:00	82.08	1.17	58.83	140.91	0.53
J28	01:00:00	45.00	0.83	39.98	84.98	0.38
J29	01:00:00	49.00	0.26	35.99	84.99	0.12
J30	01:00:00	72.01	0.37	68.90	140.91	0.17
J31	01:00:00	69.78	0.54	71.13	140.91	0.25
J32	01:00:00	45.00	1.31	39.98	84.98	0.59
J33	01:00:00	48.00	0.08	36.98	84.98	0.04
J34	01:00:00	50.00	0.86	34.98	84.98	0.39
J35	01:00:00	67.78	1.26	73.13	140.91	0.57
J36	01:00:00	51.08	1.33	33.91	84.99	0.61
J37	01:00:00	66.19	0.54	74.79	140.98	0.25
J38	01:00:00	47.00	1.62	37.98	84.98	0.74
J24	01:00:00	34.53	1.34	39.63	74.16	0.62
J39	01:00:00	45.88	1.12	28.34	74.22	0.52
J40	01:00:00	12.80	1.51	61.17	73.97	0.70
J123	01:00:00	38.41	1.46	87.06	125.47	0.70
J140	01:00:00	39.94	0.69	85.53	125.47	0.33
J141	01:00:00	41.45	0.21	84.02	125.47	0.10
J157	01:00:00	31.49	1.59	93.98	125.47	0.77
J158	01:00:00	25.88	1.33	99.59	125.47	0.64
J168	01:00:00	40.21	1.16	85.27	125.48	0.56
J170	01:00:00	46.87	0.67	78.61	125.48	0.32
J176	01:00:00	50.64	0.03	74.84	125.48	0.01
J178	01:00:00	58.87	0.28	66.61	125.48	0.13
J184	01:00:00	56.09	0.27	69.39	125.48	0.13
J185	01:00:00	43.71	0.85	81.78	125.49	0.41
J190	01:00:00	58.49	0.68	67.17	125.66	0.33
J197	01:00:00	41.86	0.18	83.99	125.85	0.09
J213	01:00:00	52.07	0.46	73.59	125.66	0.22
J215	01:00:00	75.76	1.07	49.87	125.63	0.52
J216	01:00:00	53.06	1.42	72.84	125.90	0.68
J227	01:00:00	52.89	0.83	75.40	128.29	0.40
J238	01:00:00	44.16	0.31	86.02	130.18	0.15
J239	01:00:00	43.49	1.49	86.69	130.18	0.72
J255	01:00:00	35.31	0.62	94.86	130.17	0.30
J256	01:00:00	40.00	0.00	90.43	130.43	0.00
J258	01:00:00	51.24	1.28	77.05	128.29	0.62
J260	01:00:00	32.53	0.36	97.60	130.13	0.17
J265	01:00:00	50.87	0.74	79.23	130.10	0.36
J266	01:00:00	39.83	0.39	90.29	130.12	0.19
J267	01:00:00	22.31	1.46	89.85	112.16	0.66
J61	01:00:00	72.00	1.02	36.38	108.38	0.45
J92	01:00:00	72.00	0.62	36.35	108.35	0.28
J268	01:00:00	69.68	0.65	35.59	105.27	0.29
J278	01:00:00	104.29	1.43	30.49	134.78	0.65
J281	01:00:00	83.72	0.98	51.01	134.73	0.44
J283	01:00:00	94.06	1.55	40.68	134.74	0.70
J284	01:00:00	77.38	0.86	57.35	134.73	0.39
J136	01:00:00	81.80	0.55	55.32	137.12	0.25
J137	01:00:00	9.11	1.45	71.36	80.47	0.67
J145	01:00:00	47.46	0.43	78.01	125.47	0.21
J118	01:00:00	75.00	0.43	33.64	108.64	0.19
J52	01:00:00	54.70	0.30	56.17	110.87	0.13
J81	01:00:00	50.00	0.58	34.96	84.96	0.26
J88	01:00:00	45.00	4.18e-03	40.00	85.00	1.90e-03
J90	01:00:00	84.00	1.24	57.10	141.10	0.56
J93	01:00:00	65.00	4.20	75.97	140.97	1.91
J147	01:00:00	68.00	0.46	70.94	138.94	0.21
J148	01:00:00	50.00	1.17	44.50	94.50	0.53
J149	01:00:00	40.00	0.67	54.50	94.50	0.31
J150	01:00:00	60.00	1.35	34.48	94.48	0.61
J151	01:00:00	60.00	1.24	76.93	136.93	0.56
J152	01:00:00	32.00	0.73	49.38	81.38	0.33
J153	01:00:00	60.00	0.13	76.93	136.93	0.06
J169	01:00:00	42.00	0.68	40.00	82.00	0.31
J182	01:00:00	40.00	0.57	41.99	81.99	0.26
J222	01:00:00	32.00	1.18	49.40	81.40	0.54
J224	01:00:00	37.00	0.52	44.39	81.39	0.24
J230	01:00:00	30.00	1.33	75.97	105.97	0.60
J235	01:00:00	53.00	0.25	52.99	105.99	0.11
J240	01:00:00	87.00	0.99	48.42	135.42	0.45
J269	01:00:00	56.00	0.00	35.05	91.05	0.00
J273	01:00:00	56.00	0.00	35.05	91.05	0.00
J274	01:00:00	56.00	0.00	35.05	91.05	0.00
J276	01:00:00	56.00	0.00	2.98	58.98	0.00
J280	01:00:00	56.00	0.00	2.98	58.98	0.00
J285	01:00:00	56.00	0.00	2.97	58.97	0.00
J287	01:00:00	40.00	0.00	25.69	65.69	0.00
J288	01:00:00	40.00	0.00	25.63	65.63	0.00
J289	01:00:00	40.00	0.00	25.65	65.65	0.00
J290	01:00:00	40.00	0.00	25.61	65.61	0.00
J291	01:00:00	65.00	0.00	86.62	151.62	0.00
J292	01:00:00	40.00	0.00	90.45	130.45	0.00
J299	01:00:00	40.00	0.00	25.57	65.57	0.00
J300	01:00:00	40.00	0.00	25.59	65.59	0.00
J301	01:00:00	44.00	0.00	21.30	65.30	0.00
J302	01:00:00	44.00	0.00	21.24	65.24	0.00
J304	01:00:00	44.00	0.00	83.42	127.42	0.00
J306	01:00:00	44.00	0.00	83.20	127.20	0.00
J307	01:00:00	44.00	0.00	21.13	65.13	0.00
J309	01:00:00	44.00	0.00	21.13	65.13	0.00
J317	01:00:00	44.00	0.00	69.88	113.88	0.00
J323	01:00:00	44.00	0.00	69.88	113.88	0.00
R1	01:00:00	59.00	0.00	0.00	59.00	-192.30
T3	01:00:00	112.90	0.00	3.51	116.41	22.04
T1	01:00:00	71.50	0.00	2.82	74.32	-27.46
T7	01:00:00	102.00	0.00	2.99	104.99	7.64
T6	01:00:00	101.50	0.00	5.46	106.96	4.67
T5	01:00:00	105.80	0.00	1.56	107.36	20.10
T2	01:00:00	65.00	0.00	0.72	65.72	22.81
T4	01:00:00	132.50	0.00	2.76	135.26	17.68
J511	02:00:00	105.08	1.18	30.98	136.06	0.52
J411	02:00:00	8.95	0.89	65.57	74.52	0.39
J414	02:00:00	34.36	0.97	34.98	69.34	0.42
J415	02:00:00	65.00	0.00	87.19	152.19	0.00
J416	02:00:00	42.60	0.00	102.12	144.72	0.00
J417	02:00:00	37.38	1.29	30.23	67.61	0.57
J418	02:00:00	37.39	0.00	29.38	66.77	0.00
J419	02:00:00	40.50	0.00	25.76	66.26	0.00
J310	02:00:00	51.84	1.36	56.87	108.71	0.59
J311	02:00:00	55.95	1.18	52.78	108.73	0.52
J312	02:00:00	68.48	0.08	38.79	107.27	0.03
J313	02:00:00	67.66	0.69	39.61	107.27	0.30
J314	02:00:00	14.94	1.44	58.77	73.71	0.63
J315	02:00:00	16.03	1.32	57.63	73.66	0.58
J316	02:00:00	12.98	0.62	60.92	73.90	0.27
J318	02:00:00	53.67	1.60	54.24	107.91	0.70
J319	02:00:00	39.29	1.45	68.62	107.91	0.63
J210	02:00:00	7.01	0.09	67.05	74.06	0.04
J211	02:00:00	11.27	1.58	62.80	74.07	0.69
J212	02:00:00	7.87	0.61	66.19	74.06	0.27
J214	02:00:00	8.67	0.87	65.45	74.12	0.38
J217	02:00:00	10.98	1.28	62.63	73.61	0.56
J218	02:00:00	7.68	0.09	66.38	74.06	0.04
J219	02:00:00	52.00	0.99	62.60	114.60	0.40
J110	02:00:00	15.92	0.78	63.80	79.72	0.34
J420	02:00:00	39.99	0.00	26.37	66.36	0.00
J421	02:00:00	37.09	1.04	30.27	67.36	0.46
J422	02:00:00	38.81	0.00	27.96	66.77	0.00
J1153	02:00:00	22.14	0.44	50.93	73.07	0.19
J1154	02:00:00	14.61	0.47	58.85	73.46	0.20
J1155	02:00:00	15.54	1.38	57.88	73.42	0.61
J425	02:00:00	64.42	0.00	79.91	144.33	0.00
J426	02:00:00	72.71	0.00	71.33	144.04	0.00
J1157	02:00:00	22.21	1.64	50.85	73.06	0.72
J427	02:00:00	67.65	0.00	77.04	144.69	0.00
J1158	02:00:00	28.25	0.38	45.09	73.34	0.17
J428	02:00:00	16.20	1.16	54.12	70.32	0.51
J429	02:00:00	12.56	1.63	57.83	70.39	0.72
J320	02:00:00	46.73	0.41	62.68	109.41	0.18
J321	02:00:00	44.59	0.89	64.79	109.38	0.39
J322	02:00:00	48.02	0.18	61.36	109.38	0.08
J324	02:00:00	42.38	1.67	67.00	109.38	0.73
J1056	02:00:00	7.64	1.13	66.63	74.27	0.49
J327	02:00:00	49.68	0.03	60.07	109.75	0.01
J1058	02:00:00	13.58	0.96	58.06	71.64	0.42
J328	02:00:00	45.69	0.17	64.40	110.09	0.07
J329	02:00:00	44.05	0.17	73.98	118.03	0.07
J220	02:00:00	80.00	1.33	34.58	114.58	0.54
J221	02:00:00	97.07	0.47	9.56	106.63	0.21
J225	02:00:00	13.33	0.08	60.50	73.83	0.03
J226	02:00:00	11.10	0.49	62.59	73.69	0.22
J50	02:00:00	71.80	0.64	34.88	106.68	0.28
J51	02:00:00	77.42	0.50	29.24	106.66	0.22
J53	02:00:00	85.00	1.58	23.46	108.46	0.64
J54	02:00:00	80.00	1.63	29.28	109.28	0.67
J128	02:00:00	85.26	0.67	52.58	137.84	0.30
J55	02:00:00	71.00	0.46	38.43	109.43	0.19
J129	02:00:00	62.85	0.27	74.67	137.52	0.12
J56	02:00:00	72.00	0.27	37.91	109.91	0.11
J57	02:00:00	59.00	1.08	52.44	111.44	0.44
J58	02:00:00	76.00	0.68	33.38	109.38	0.28
J59	02:00:00	57.00	0.69	55.02	112.02	0.28
J1160	02:00:00	24.91	1.19	47.00	71.91	0.52
J1161	02:00:00	25.25	0.54	46.64	71.89	0.24
J431	02:00:00	16.90	1.06	55.52	72.42	0.46
J432	02:00:00	19.88	0.35	52.21	72.09	0.15
J433	02:00:00	27.35	0.31	44.72	72.07	0.14
J434	02:00:00	16.48	0.97	57.52	74.00	0.43
J435	02:00:00	12.15	0.13	61.38	73.53	0.06
J436	02:00:00	17.68	0.76	52.80	70.48	0.33
J438	02:00:00	10.43	1.51	63.89	74.32	0.66
J1169	02:00:00	55.42	0.44	75.82	131.24	0.18
J439	02:00:00	17.78	1.31	52.44	70.22	0.57
J330	02:00:00	58.25	0.63	50.07	108.32	0.28
J331	02:00:00	59.26	0.48	48.98	108.24	0.21
J332	02:00:00	44.18	1.32	22.02	66.20	0.58
J333	02:00:00	25.70	1.05	44.71	70.41	0.46
J334	02:00:00	29.28	1.05	41.10	70.38	0.46
J335	02:00:00	25.08	0.71	45.40	70.48	0.31
J336	02:00:00	23.81	0.16	46.84	70.65	0.07
J337	02:00:00	22.11	0.94	51.98	74.09	0.41
J231	02:00:00	71.90	1.16	45.79	117.69	0.51
J232	02:00:00	69.81	1.52	47.88	117.69	0.67
J233	02:00:00	74.23	0.00	66.99	141.22	0.00
J234	02:00:00	64.06	0.03	76.15	140.21	0.01
J236	02:00:00	58.00	0.91	56.50	114.50	0.37
J237	02:00:00	73.14	1.53	41.36	114.50	0.62
J130	02:00:00	54.52	0.72	40.00	94.52	0.32
J131	02:00:00	88.05	1.13	49.85	137.90	0.50
J132	02:00:00	74.55	0.84	64.42	138.97	0.37
J133	02:00:00	69.58	0.86	69.37	138.95	0.38
J60	02:00:00	55.00	0.77	58.77	113.77	0.31
J134	02:00:00	80.70	0.59	59.01	139.71	0.26
J135	02:00:00	70.00	0.67	69.93	139.93	0.30
J62	02:00:00	60.00	0.45	51.98	111.98	0.18
J64	02:00:00	82.00	0.09	26.27	108.27	0.04
J65	02:00:00	82.00	0.41	26.27	108.27	0.17
J66	02:00:00	72.00	1.63	40.26	112.26	0.66
J67	02:00:00	81.00	0.10	28.37	109.37	0.04
J68	02:00:00	73.00	0.65	36.17	109.17	0.26
J69	02:00:00	71.00	0.61	38.16	109.16	0.25
J1170	02:00:00	54.54	0.82	76.70	131.24	0.34
J441	02:00:00	69.00	0.00	75.75	144.75	0.00
J444	02:00:00	29.46	0.79	44.05	73.51	0.35
J341	02:00:00	14.89	0.43	57.89	72.78	0.19
J344	02:00:00	54.70	1.05	76.54	131.24	0.44
J345	02:00:00	49.97	0.90	81.27	131.24	0.38
J347	02:00:00	54.40	0.26	76.84	131.24	0.11
J348	02:00:00	62.18	1.56	55.50	117.68	0.68
J349	02:00:00	36.41	1.09	81.29	117.70	0.48
J241	02:00:00	70.00	0.84	44.70	114.70	0.34
J242	02:00:00	65.00	0.65	49.70	114.70	0.27
J243	02:00:00	60.00	0.18	54.70	114.70	0.07
J244	02:00:00	70.00	1.31	44.58	114.58	0.53
J245	02:00:00	71.00	0.77	43.60	114.60	0.31
J246	02:00:00	55.00	1.26	59.55	114.55	0.51
J247	02:00:00	57.00	0.99	57.60	114.60	0.40
J248	02:00:00	54.00	1.39	60.69	114.69	0.57
J249	02:00:00	50.00	0.03	65.41	115.41	0.01
J142	02:00:00	5.53	0.35	69.58	75.11	0.15
J143	02:00:00	6.30	0.12	68.81	75.11	0.05
J70	02:00:00	70.00	0.18	39.16	109.16	0.07
J144	02:00:00	4.17	0.55	70.92	75.09	0.24
J71	02:00:00	77.00	0.21	32.26	109.26	0.09
J72	02:00:00	75.00	4.02e-04	34.23	109.23	1.64e-04
J73	02:00:00	80.00	0.89	29.27	109.27	0.36
J74	02:00:00	75.00	1.10	34.23	109.23	0.45
J76	02:00:00	70.00	0.91	39.14	109.14	0.37
J77	02:00:00	76.00	1.38	33.23	109.23	0.56
J78	02:00:00	60.56	0.14	46.06	106.62	0.06
J350	02:00:00	33.82	0.32	97.49	131.31	0.14
J351	02:00:00	25.51	1.13	92.19	117.70	0.49
J352	02:00:00	47.55	0.76	70.53	118.08	0.33
J353	02:00:00	22.64	0.60	95.22	117.86	0.26
J354	02:00:00	18.68	0.25	99.18	117.86	0.11
J355	02:00:00	28.87	1.17	88.11	116.98	0.51
J358	02:00:00	22.30	1.55	93.64	115.94	0.68
J359	02:00:00	17.57	0.88	98.22	115.79	0.39
J250	02:00:00	67.00	0.15	47.70	114.70	0.06
J251	02:00:00	75.19	1.26	66.57	141.76	0.56
J252	02:00:00	83.82	0.67	57.94	141.76	0.30
J253	02:00:00	74.69	0.77	63.11	137.80	0.34
J254	02:00:00	74.59	0.82	63.21	137.80	0.36
J257	02:00:00	105.58	0.35	36.13	141.71	0.15
J154	02:00:00	43.69	0.55	47.03	90.72	0.24
J155	02:00:00	44.41	0.16	46.28	90.69	0.07
J82	02:00:00	70.87	0.98	35.83	106.70	0.43
J156	02:00:00	56.16	0.28	34.92	91.08	0.12
J83	02:00:00	61.07	1.55	46.92	107.99	0.68
J84	02:00:00	43.82	0.16	82.35	126.17	0.07
J85	02:00:00	45.00	0.74	74.67	119.67	0.30
J159	02:00:00	37.41	0.45	51.84	89.25	0.20
J86	02:00:00	50.00	1.45	64.70	114.70	0.59
J87	02:00:00	42.63	1.25	84.05	126.68	0.51
J89	02:00:00	68.29	0.45	69.50	137.79	0.20
J360	02:00:00	20.71	1.12	94.96	115.67	0.49
J361	02:00:00	26.67	0.43	90.62	117.29	0.19
J362	02:00:00	43.66	0.15	74.55	118.21	0.07
J363	02:00:00	72.23	0.00	70.77	143.00	0.00
J364	02:00:00	65.00	0.00	77.52	142.52	0.00
J365	02:00:00	29.83	1.32	43.61	73.44	0.58
J366	02:00:00	14.46	0.50	59.12	73.58	0.22
J1208	02:00:00	42.74	0.39	75.78	118.52	0.17
J367	02:00:00	13.60	0.80	59.88	73.48	0.35
J369	02:00:00	20.27	0.42	53.21	73.48	0.19
J160	02:00:00	43.69	0.57	46.97	90.66	0.25
